date,title,label,object,domain,pmi,score_RISK,week
2025-11-20,"Smelter Inalum Butuh Listrik Jumbo, PLN Bakal Revisi RUPTL",EXECUTION,Coal & Energy,Industrial & Investment,4.96,0.0,2025-11-17
2025-10-26,ESDM Beri Relaksasi Ekspor Konsentrat Amman Mineral 6 Bulan,POLICY,Other Minerals,Trade & Export,4.85,0.0,2025-10-20
2025-10-02,"Produk Hilirisasi Timah RI Lebih Mahal dari Malaysia, BKPM Atur Strategi",DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2025-09-29
2024-07-26,Muhammadiyah Umumkan Sikap Resmi Atas Tawaran Izin Tambang Akhir Pekan Ini,DISCOURSE,Coal & Energy,Industrial & Investment,3.0,0.0,2024-07-22
2025-05-12,"Pengusaha Khawatir Jika Filipina Setop Ekspor Nikel, Ini Dampaknya ke RI",DISCOURSE,Nickel & EV,Trade & Export,3.2,0.0,2025-05-12
2025-12-29,Gadai Ilegal jadi Tantangan Besar Industri Pergadaian pada 2026,DISCOURSE,Other Minerals,General,3.0,0.0,2025-12-29
2025-05-17,Metana Batu Bara: Ancaman Iklim atau Peluang Energi Terbarukan?,IMPACT,Coal & Energy,Sustainability & ESG,4.99,0.0,2025-05-12
2025-10-21,DPR Dorong Industri Tembakau Pacu Hilirisasi dan Daya Saing,IMPACT,General,Industrial & Investment,4.85,0.0,2025-10-20
2025-12-09,"Fundamental Kian Solid, Pertumbuhan Aset dan DPK Perbankan Syariah Ungguli Industri",DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-12-08
2024-12-09,Menteri Rosan: Investasi Akan Topang Target Pertumbuhan Ekonomi 8%,IMPACT,General,Industrial & Investment,5.0,0.0,2024-12-09
2026-01-02,Kegiatan Tambang Nikel Vale Indonesia (INCO) Tertahan Restu RKAB 2026,DISCOURSE,Nickel & EV,Mining & Upstream,3.39,0.0,2025-12-29
2025-12-02,Pengusaha Sebut Dana Likuiditas Rp200 Triliun Mulai Diserap Industri,IMPACT,General,Industrial & Investment,4.11,0.0,2025-12-01
2024-12-21,Riset INDEF: Indonesia Siap Jadi Pemain Global Hilirisasi Tembaga,EXECUTION,Other Minerals,Industrial & Investment,4.85,0.0,2024-12-16
2025-04-23,"Proyek Investasi EV Battery Tetap Berjalan Meski LG Mundur, Pemerintah Pastikan Komitmen Hilirisasi Tetap Kuat",EXECUTION,Nickel & EV,Industrial & Investment,5.0,0.0,2025-04-21
2025-03-18,Pembiayaan Hilirisasi Energi Fosil oleh Danantara dihantui Risiko Stranded Asset?,POLICY,Other Minerals,Industrial & Investment,4.84,0.0,2025-03-17
2025-01-10,"Prabowo Resmi Bentuk Satgas Hilirisasi & Ketahanan Energi, Bahlil Jabat Ketua",DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2025-01-06
2025-12-10,"Banjir Sumatra, Sektor Tambang, Sawit, dan Kertas Disorot",EXECUTION,Other Minerals,General,4.88,0.0,2025-12-08
2025-03-03,Alasan Delta Dunia Makmur (DOID) Berganti Nama jadi BUMA Internasional Grup,DISCOURSE,General,General,3.0,0.0,2025-03-03
2025-11-28,Respons Bos PP Properti (PPRO) Soal Rencana Danantara Gabungkan BUMN Karya,DISCOURSE,General,General,3.62,0.0,2025-11-24
2025-11-21,FINI Ungkap Jurus Tarik Investor Hilirisasi Nikel ke RI,DISCOURSE,Nickel & EV,Industrial & Investment,3.72,0.0,2025-11-17
2025-12-28,"Permintaan Domestik Lesu, Laba Industri China Kembali Ambruk",DISCOURSE,General,Industrial & Investment,3.24,0.0,2025-12-22
2025-12-11,4 Dekade Industri Properti RI: Saat Harga Rumah di Jakarta Rp88 Juta,DISCOURSE,General,General,3.0,0.0,2025-12-08
2025-01-11,PM Jepang Pastikan Ikut Andil Kerja Sama di Bidang Energi lewat PLTP Muara Laboh,DISCOURSE,Coal & Energy,Sustainability & ESG,3.0,0.0,2025-01-06
2026-01-23,"OJK: 2026 Jadi Tahun Krusial Industri Asuransi, Ada Dua Regulasi Besar Menanti",POLICY,General,General,4.27,0.0,2026-01-19
2025-07-08,Waduh! Hujan Deras Bikin Tambang Kaltim Terpuruk,DISCOURSE,General,Trade & Export,3.0,0.0,2025-07-07
2025-05-12,"Ancang-ancang Setop Ekspor, Ini Besaran Impor Nikel RI dari Filipina",DISCOURSE,Nickel & EV,Trade & Export,3.2,0.0,2025-05-12
2026-01-13,Pengusaha Tekstil Minta Guyuran Dana Rp101 Triliun Diimbangi Perbaikan Regulasi,POLICY,General,Trade & Export,4.56,0.0,2026-01-12
2025-04-25,Investasi China dan Nasib Hyundai di Balik Batalnya Proyek Baterai Nikel LG di Indonesia,DISCOURSE,Nickel & EV,Industrial & Investment,3.2,0.0,2025-04-21
2026-01-17,"Bukan BUMN Tekstil, Industri Usul Dana Rp101 Triliun jadi 'Pemanis' Investasi Swasta",DISCOURSE,General,Trade & Export,3.71,0.0,2026-01-12
2025-12-23,Pengamat Sarankan Empat Cara Ini untuk Industri Asuransi Umum Hadapi Tantangan 2026,DISCOURSE,General,Mining & Upstream,3.92,0.0,2025-12-22
2025-11-17,"Permintaan Global Membaik, Ekspor Gambir Sumbar ke India Meningkat",IMPACT,General,Industrial & Investment,4.99,0.0,2025-11-17
2025-12-14,Industri Asuransi Jiwa Berpeluang Tingkatkan Investasi Saham di 2026,DISCOURSE,General,Industrial & Investment,3.72,0.0,2025-12-08
2026-01-27,"Dukung Kelistrikan Smelter, PLN Siap Pasok Daya 1.260 MVA PT Bosai Minerals Grup",IMPACT,Coal & Energy,Industrial & Investment,4.56,0.0,2026-01-26
2025-06-18,KKP Klaim Kawasan Raja Ampat Tak Terdampak Tambang Nikel,POLICY,Nickel & EV,General,4.38,0.0,2025-06-16
2024-09-25,Bursa AS Ditutup Hijau Merespons Kebijakan Stimulus China,DISCOURSE,Other Minerals,General,3.0,0.0,2024-09-23
2025-07-14,KLH Temukan Risiko Penampungan Limbah B3 Nikel di Kawasan IWIP,DISCOURSE,Nickel & EV,Sustainability & ESG,3.0,0.0,2025-07-14
2025-09-11,"Vale (INCO) Beberkan Katalis Semester II/2025, Fundamental Diyakini Solid",DISCOURSE,Nickel & EV,Industrial & Investment,3.65,0.0,2025-09-08
2024-11-12,Menteri Rosan: Keluarga Donald Trump Minat Investasi di RI,DISCOURSE,General,Industrial & Investment,3.0,0.0,2024-11-11
2025-11-11,"Stok Nikel Menumpuk, ESDM: Kondisi Pasar dan Harga Masih Lesu",EXECUTION,Nickel & EV,Industrial & Investment,4.94,0.0,2025-11-10
2026-01-08,Saham Konglomerasi Ambil Momentum saat Saham Emas & Nikel Dilanda Profit Taking,DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2026-01-05
2024-06-22,"Rupiah Terperosok Dekati Rp16.500 per US$, Begini Dampaknya ke Perusahaan Tambang",DISCOURSE,Other Minerals,Mining & Upstream,3.0,0.0,2024-06-17
2025-09-16,"Harga Batu Bara Acuan (HBA) Periode Kedua September 2025, Kalori Tinggi Turun",IMPACT,Other Minerals,Mining & Upstream,4.98,0.0,2025-09-15
2026-01-10,"Proyek DME Batu Bara di RI Hadapi Seabrek Tantangan, Apa Saja?",DISCOURSE,Coal & Energy,Industrial & Investment,3.88,0.0,2026-01-05
2025-10-16,"Timah (TINS) Ungkap Nasib Aset Sitaan, 6 Smelter Hingga Ore yang Dititip Prabowo",DISCOURSE,Other Minerals,Industrial & Investment,1.23,-2.0,2025-10-13
2025-09-30,Pengamat ESG Apresiasi Perusahaan Nikel Bersedia Diaudit IRMA,EXECUTION,Nickel & EV,Sustainability & ESG,4.88,0.0,2025-09-29
2024-09-26,KPK Tetapkan 3 Tersangka Kasus Dugaan Suap Izin Tambang di Kaltim,POLICY,General,Mining & Upstream,1.01,-6.0,2024-09-23
2025-11-12,"Tiba di Sydney, Apa Jadwal Perdana Prabowo di Australia?",DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-11-10
2025-10-22,BI Ungkap Uang di Masyarakat Bertambah Usai Purbaya Guyur Bank Rp200 T,DISCOURSE,General,General,3.0,0.0,2025-10-20
2026-01-19,Bisakah Iran Andalkan Rusia dari Serangan AS-Israel?,DISCOURSE,General,Industrial & Investment,1.0,-47.5,2026-01-19
2026-01-26,"WEF Davos 2026, Dirut BRI Ungkap Peluang Besar Fintech di Indonesia",EXECUTION,General,General,4.88,0.0,2026-01-26
2026-01-26,"Neta Setop Produksi, Bagaimana Nasib Konsumen di Indonesia?",DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2026-01-26
2025-11-06,"Biaya Pembangunan Pabrik Lotte di Cilegon Bengkak Rp1,67 T",EXECUTION,Coal & Energy,Industrial & Investment,3.67,-4.0,2025-11-03
2025-10-17,"Investasi Rp1.434 T Masuk RI per September 2025, Serap 1,9 Juta Naker",IMPACT,General,Industrial & Investment,4.11,0.0,2025-10-13
2025-11-06,Trump Bujuk RI-Saudi Ikut Abraham Accords Jalin Relasi dengan Israel,DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2025-11-03
2025-12-28,"KPK Ungkap Alasan Setop Penyidikan Kasus Izin Tambang Nikel Rp2,7 T",POLICY,Nickel & EV,General,1.0,-6.0,2025-12-22
2024-11-19,"Hendry Lie Hendak Kelabui Petugas, Pulang Diam-Diam ke Indonesia",POLICY,Other Minerals,Mining & Upstream,1.03,-4.0,2024-11-18
2025-09-06,"AS, China, dan Jepang Berebut Kendali Mineral di Afrika",DISCOURSE,Other Minerals,Trade & Export,3.0,0.0,2025-09-01
2025-12-18,"Diplomasi Kesehatan RI-Tiongkok, BPOM Bidik Potensi Ekonomi Rp10 T",POLICY,Other Minerals,Industrial & Investment,4.99,0.0,2025-12-15
2024-12-04,"Prioritaskan Keselamatan Pekerja, Upaya PT GNI Wujudkan Target SDGs",POLICY,Nickel & EV,Industrial & Investment,4.94,0.0,2024-12-02
2025-10-31,Kemhut-TNI Operasi Gabungan Sikat Tambang Emas Ilegal di Gunung Salak,DISCOURSE,Other Minerals,General,1.01,-5.0,2025-10-27
2025-05-22,"Smelter Beroperasi Kembali, CEO Freeport-McMoRan Tinjau ke Gresik",EXECUTION,Other Minerals,Industrial & Investment,5.0,0.0,2025-05-19
2025-09-18,NU DKI: Food Tray MBG Berbahan Babi Tetap Haram Meski Disterilkan,DISCOURSE,Nickel & EV,Trade & Export,3.0,0.0,2025-09-15
2026-01-07,Prabowo Hadiri Panen Raya dan Pengumuman Swasembada Pangan,EXECUTION,General,Industrial & Investment,4.91,0.0,2026-01-05
2024-12-18,Eks Dirut RBT Menyesal Kerja Sama dengan PT Timah: Sebetulnya Malas,DISCOURSE,Other Minerals,Sustainability & ESG,1.0,-6.0,2024-12-16
2026-01-23,KDM Blak-blakan soal Alasan Mau Tukar Guling Saham Bandara Kertajati,DISCOURSE,General,General,3.2,0.0,2026-01-19
2026-01-15,"Oppo Reno15 Segera Hadir di Indonesia, Intip Fitur-fitur Barunya",DISCOURSE,Other Minerals,General,3.0,0.0,2026-01-12
2025-10-27,Bahlil Pastikan Tukin Kementerian ESDM Naik usai Direstui Prabowo,DISCOURSE,Other Minerals,Mining & Upstream,3.0,0.0,2025-10-27
2025-12-26,Wamen Viva Yoga Ajak Pemuda Muhammadiyah Dukung Asta Cita Prabowo,DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2025-12-22
2025-12-23,"UMP Kalteng 2026 Naik 6,12 Persen Jadi Rp3,68 Juta",POLICY,General,General,4.7,0.0,2025-12-22
2025-11-13,Eks Dirut Hutama Karya Didakwa Rugikan Negara Rp205 Miliar,DISCOURSE,General,Industrial & Investment,1.0,-8.0,2025-11-10
2025-05-22,Smelter Freeport Gresik yang Sempat Terbakar Siap Beroperasi Lagi,EXECUTION,Other Minerals,Industrial & Investment,5.0,0.0,2025-05-19
2026-01-26,Mensesneg Ungkap Nasib Pekerja 28 Perusahaan yang Izinnya Dicabut,EXECUTION,General,Mining & Upstream,5.0,0.0,2026-01-26
2025-11-09,Isi Rapat Prabowo Bareng Menteri hingga Kapolri di Kertanegara,DISCOURSE,Nickel & EV,General,3.2,0.0,2025-11-03
2025-12-14,"Iris Fontbona, Ratu Tembaga Terkaya Amerika Latin Berharta Rp681 T",DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2025-12-08
2025-11-28,"APBI Taksir Pasar Ekspor Batu Bara Global Tembus 1,06 Miliar Ton 2026",DISCOURSE,General,Trade & Export,3.47,0.0,2025-11-24
2025-12-01,Luhut Akhirnya Angkat Suara soal Ribut Bandara IMIP,EXECUTION,General,Industrial & Investment,4.81,0.0,2025-12-01
2026-01-21,"Isu Krisis Memori dan Harga Naik, HP Ini Diprediksi Malah Laris 2026",DISCOURSE,General,General,3.0,0.0,2026-01-19
2024-09-09,RI Butuh Rp219 T Buat Capai Bauran EBT 20 Persen,DISCOURSE,Coal & Energy,Sustainability & ESG,3.92,0.0,2024-09-09
2025-12-26,BPS: KBLI 2025 Permudah Klasifikasi Aktivitas Ekonomi Baru,POLICY,General,Industrial & Investment,4.11,0.0,2025-12-22
2025-10-08,Rosan Klaim RI Dapat Tambahan 12 Persen Saham Freeport Gratis,IMPACT,Other Minerals,Mining & Upstream,4.11,0.0,2025-10-06
2025-10-09,"Teken Keputusan Bersama, Menkop Pastikan Gudang Kopdes Segera Hadir",DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-10-06
2026-01-21,"3 Orang Masih Hilang di Tambang Emas Bogor, Pencarian Dihentikan",DISCOURSE,Other Minerals,Sustainability & ESG,3.0,0.0,2026-01-19
2026-01-14,Warga Beber Detik-detik Crane Timpa Kereta Thailand Tewaskan 22 Orang,DISCOURSE,General,General,3.0,0.0,2026-01-12
2026-01-13,Uni Eropa Rilis Aturan Atasi Banjir Mobil Listrik Murah dari China,POLICY,Nickel & EV,Trade & Export,4.24,0.0,2026-01-12
2025-11-11,Bahlil Buka Peluang DMO Batu Bara di Atas 25 Persen,POLICY,Coal & Energy,Trade & Export,4.75,0.0,2025-11-10
2025-12-06,WNA China Selundupkan Serbuk Nikel Lewat Bandara IWIP Maluku,EXECUTION,Other Minerals,General,4.88,0.0,2025-12-01
2026-01-15,Eks Bos Garuda Ari Askhara Diangkat Jadi Dirut Humpuss Maritim,DISCOURSE,General,Mining & Upstream,3.0,0.0,2026-01-12
2025-10-09,Bahlil Pastikan UMKM dan Koperasi Dapat Prioritas Izin Kelola Tambang,POLICY,Nickel & EV,Mining & Upstream,4.7,0.0,2025-10-06
2025-11-25,Menyulam Kembali Alam Pongkor Lewat Reklamasi Pascatambang,DISCOURSE,Other Minerals,Mining & Upstream,1.0,-7.5,2025-11-24
2025-08-05,RI Bakal Impor Lithium dari Australia,DISCOURSE,Nickel & EV,Trade & Export,3.39,0.0,2025-08-04
2025-09-23,"Prabowo Bertemu Sekjen PBB Guterres, Bahas soal Perdamaian Dunia",DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-09-22
2025-12-04,Rieke PDIP: Aktivis Kendeng Gun Retno Dipanggil Polda Jateng,EXECUTION,General,Mining & Upstream,2.75,-2.5,2025-12-01
2025-03-07,"Daftar Konglomerat Bertemu Prabowo, Ada Aguan hingga Haji Isam",DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2025-03-03
2025-12-15,Utang Luar Negeri Indonesia Turun ke Rp7.063 T per Oktober 2025,DISCOURSE,Coal & Energy,General,3.0,0.0,2025-12-15
2026-01-23,Trump Tuntut Raksasa Bank JPMorgan Chase Rp84 Triliun,DISCOURSE,General,General,1.0,-12.5,2026-01-19
2025-10-01,Freeport Disebut Setuju Lepas 12 Persen Saham ke RI,IMPACT,Other Minerals,Industrial & Investment,4.97,0.0,2025-09-29
2026-01-14,"Menhan RI Kunjungi Pakistan, Jajaki Kerja Sama Industri Pertahanan",DISCOURSE,General,Industrial & Investment,3.0,0.0,2026-01-12
2025-04-23,"AI Diklaim Dorong Industri Tambang Kian Efisien, Bagaimana Caranya?",EXECUTION,Other Minerals,Industrial & Investment,4.88,0.0,2025-04-21
2025-11-21,"Profil AFK Sistema PAO, Konglomerasi Rusia yang Temui Prabowo Kemarin",DISCOURSE,General,Industrial & Investment,3.2,0.0,2025-11-17
2026-01-21,Daftar 28 Perusahaan yang Izinnya Dicabut Prabowo Imbas Banjir Sumatra,DISCOURSE,General,Mining & Upstream,3.0,0.0,2026-01-19
2025-01-30,Jaksa Ungkap Peran Hendry Lie di Kasus Timah Rp300 Triliun,DISCOURSE,Other Minerals,Mining & Upstream,1.01,-4.0,2025-01-27
2026-01-23,"Garap Overpass Tol Paltung, Hutama Karya Terapkan Skema Buka-Tutup",EXECUTION,General,General,4.88,0.0,2026-01-19
2026-01-22,"KLH Gugat 2 Perusahaan Terkait Banjir Sumatra, Gugatan Capai Rp200 M",DISCOURSE,Other Minerals,Sustainability & ESG,1.0,-7.5,2026-01-19
2026-01-13,Tol Japek II Selatan Akan Digratiskan saat Libur Lebaran,DISCOURSE,General,General,3.58,0.0,2026-01-12
2025-12-18,"Allo Bank Guyur Proyek Fraksionasi Plasma Pertama RI Rp3,7 T",DISCOURSE,General,Industrial & Investment,3.2,0.0,2025-12-15
2025-09-16,Kemenperin Soal Insentif Motor Listrik: Diskusi Belum Selesai,POLICY,Nickel & EV,Industrial & Investment,4.11,0.0,2025-09-15
2026-01-19,Geely Mulai Produksi Massal Mobil Listrik Rp200 Jutaan di Indonesia,POLICY,Nickel & EV,Industrial & Investment,4.11,0.0,2026-01-19
2026-01-24,Arab Saudi Klaim Punya Harta Karun Mineral Setara Rp41.943 T,DISCOURSE,Other Minerals,Industrial & Investment,3.2,0.0,2026-01-19
2026-01-19,Ekonomi China Tumbuh 5 Persen pada 2025,DISCOURSE,General,Trade & Export,3.24,0.0,2026-01-19
2024-12-09,"Harvey Moeis Jalani Sidang Tuntutan Hari Ini, Sandra Dewi Tak Hadir",DISCOURSE,Other Minerals,Mining & Upstream,1.0,-14.0,2024-12-09
2025-11-26,PT IMIP Buka Suara soal Kisruh Bandara Tanpa Perangkat Negara,DISCOURSE,General,General,3.0,0.0,2025-11-24
2026-01-20,Kilang Balikpapan dan Cermin Kemandirian Energi,EXECUTION,Coal & Energy,Trade & Export,3.49,-2.0,2026-01-19
2025-10-06,"Prabowo Panggil Sejumlah Menteri, Bahas BGN hingga Ponpes Ambruk",DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-10-06
2025-10-23,Melihat Manfaat Hilirisasi Bagi Ekonomi RI,DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2025-10-20
2026-01-20,Prabowo Cabut Izin 28 Perusahaan Perusak Lingkungan Aceh dan Sumatra,DISCOURSE,Nickel & EV,Sustainability & ESG,3.0,0.0,2026-01-19
2025-12-14,DPR Minta Evaluasi Izin Tambang hingga Alih Fungsi Lahan di Bandung,DISCOURSE,General,Sustainability & ESG,3.2,0.0,2025-12-08
2025-12-11,"KDM Desak Reformasi Pajak RI, Soroti Gap Penerimaan Jabar dengan DKI",DISCOURSE,General,Sustainability & ESG,3.0,0.0,2025-12-08
2025-10-14,Wagub Kalteng Bicara soal Kekayaan SDA hingga Dana Bagi Hasil,IMPACT,Other Minerals,Industrial & Investment,4.81,0.0,2025-10-13
2024-10-10,Bahlil Bantah Ada Kerja Paksa di Industri Nikel RI,DISCOURSE,Nickel & EV,Mining & Upstream,3.0,0.0,2024-10-07
2025-10-23,Junaedi Saibih dkk Didakwa Rintangi Penyidikan CPO hingga Impor Gulaa,DISCOURSE,Other Minerals,Trade & Export,1.0,-16.0,2025-10-20
2026-01-23,Pabrik Peternakan Ayam Rp20 T Bakal 'Groundbreaking' 28 Februari,EXECUTION,General,Industrial & Investment,4.96,0.0,2026-01-19
2026-01-12,Prabowo Resmikan Kilang Minyak Terbesar RI Senilai Rp124 T Hari Ini,DISCOURSE,Coal & Energy,Industrial & Investment,4.56,0.0,2026-01-12
2026-01-24,ISESS Soroti Tantangan Pemerintah Perkuat Alutsista Dalam Negeri,DISCOURSE,General,General,3.0,0.0,2026-01-19
2025-09-30,IPO Inalum 'Diparkir' Gara-gara Danantara,DISCOURSE,Other Minerals,Industrial & Investment,4.23,0.0,2025-09-29
2025-11-26,Bahlil Terima Apresiasi Tokoh Penggerak Transisi Energi detikcom 2025,EXECUTION,Coal & Energy,Sustainability & ESG,4.91,0.0,2025-11-24
2025-12-15,"Bawa Senjata, 15 WN China Rusak Mobil & Serang TNI di Ketapang Kalbar",DISCOURSE,Other Minerals,General,3.0,0.0,2025-12-15
2026-01-25,Kapal Tanker Kembali Terbakar di PT ASL Batam,POLICY,Coal & Energy,General,4.11,0.0,2026-01-19
2025-11-13,Dorong Kesejahteraan Pekerja Freeport Gelar Nikah Catatan Sipil Massal,DISCOURSE,General,General,3.0,0.0,2025-11-10
2024-12-04,Antam-CATL Garap Proyek Baterai Mobil Listrik dalam 5 Tahun,DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2024-12-02
2025-10-27,Besaran Tukin Kementerian ESDM yang Bakal Naik hingga 100 Persen,DISCOURSE,Other Minerals,Mining & Upstream,3.0,0.0,2025-10-27
2025-10-31,2 Pekerja Tambang Ilegal di Pohuwato Tewas Tertimbun Longsor,DISCOURSE,Other Minerals,General,3.0,0.0,2025-10-27
2024-12-04,RI Butuh Investasi Rp13 Ribu T Buat Capai Pertumbuhan Ekonomi 8 Persen,IMPACT,Other Minerals,Industrial & Investment,4.24,0.0,2024-12-02
2026-01-20,Tiga Warga Dilaporkan Masih Terjebak di Tambang Emas Bogor,EXECUTION,Other Minerals,Sustainability & ESG,4.88,0.0,2026-01-19
2025-12-18,Istana Sebut Kepala BNPB Minta Tambahan Personel TNI-Polri ke Aceh,DISCOURSE,General,Sustainability & ESG,3.0,0.0,2025-12-15
2026-01-01,"Apakah Duit Sitaan PKH Rp6,6 T Bisa untuk Bangun Rumah Korban Bencana?",DISCOURSE,Nickel & EV,Trade & Export,1.21,-2.0,2025-12-29
2024-09-24,Jokowi Siap Mendarat di Bandara IKN: Sudah Mundur Beberapa Kali,DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2024-09-23
2026-01-27,Pengamat Dorong Pemerintah Perkuat Industri Pertahanan Dalam Negeri,DISCOURSE,General,Industrial & Investment,1.09,-2.5,2026-01-26
2025-12-08,"Aktivis Kendeng Diperiksa, DPR Ingatkan Polisi Tak Jadi Alat Pengusaha",EXECUTION,General,Sustainability & ESG,4.88,0.0,2025-12-08
2024-09-23,"Fahri Hamzah Kawal Jokowi Resmikan Smelter di NTB, Istana Buka Suara",DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2024-09-23
2025-11-10,Pemerintah Dukung Toyota Jadikan RI Sebagai Basis Bioetanol,POLICY,Coal & Energy,Industrial & Investment,4.63,0.0,2025-11-10
2025-02-10,PT GNI Tingkatkan Kualitas Teknisi PUBT melalui Sertifikasi K3,DISCOURSE,Nickel & EV,Sustainability & ESG,3.0,0.0,2025-02-10
2026-01-16,Rosan Beber Alasan Investasi Capai Target Tapi Setoran Pajak Meleset,DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2026-01-12
2026-01-19,Airlangga Sebut Insentif Otomotif 2026 Masih Dikaji Mulai dari LCGC,DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2026-01-19
2026-01-20,"Reborn dan Zenix Bikin Innova Mobil Terlaris 2025, Mana Paling Laku?",DISCOURSE,General,General,3.0,0.0,2026-01-19
2026-01-13,Menperin Pede Perpanjangan Insentif PPN Rumah Dorong Sektor Properti,DISCOURSE,Coal & Energy,Industrial & Investment,3.2,0.0,2026-01-12
2025-11-27,"KB Bank Gelar Economic Outlook 2026, Undang Tokoh Nasional dan Global",DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-11-24
2025-08-27,"Minyak Sawit, Kakao, hingga Karet Terhindar Tarif 19 Persen dari AS",DISCOURSE,Nickel & EV,Trade & Export,3.0,0.0,2025-08-25
2026-01-20,Ahli Ungkap 2025 Tahun Terpanas Ketiga Sepanjang Sejarah,DISCOURSE,General,Sustainability & ESG,3.0,0.0,2026-01-19
2025-12-02,Luhut Ungkap Asal Usul Bandara IMIP,EXECUTION,General,Industrial & Investment,4.81,0.0,2025-12-01
2026-01-20,"Nepal Adopsi Teknologi China, Komunitas Tibet Hadapi Pengawasan Ketat",EXECUTION,General,Trade & Export,3.49,-2.5,2026-01-19
2025-12-10,"BI Proyeksi Ekonomi Sumut Tumbuh di Kisaran 4,9-5,7 Persen pada 2026",IMPACT,Coal & Energy,Industrial & Investment,4.99,0.0,2025-12-08
2025-12-28,"MAKI Minta Kejagung Usut Dugaan Korupsi Nikel Rp2,7 T di Konawe Utara",POLICY,Nickel & EV,Mining & Upstream,1.0,-16.0,2025-12-22
2025-12-09,"Nekat Serobot Kawasan Hutan Buat Tambang Bakal Didenda Hingga Rp6,5 M",IMPACT,Other Minerals,Mining & Upstream,4.27,0.0,2025-12-08
2025-12-08,Megatrend & Perubahan Struktural Pembentuk Masa Depan Industri Energi,POLICY,Coal & Energy,Sustainability & ESG,1.73,-2.5,2025-12-08
2026-01-13,"Gandeng Inggris, RI Siap Bangun Ekosistem Semikonduktor Rp2,1 T",DISCOURSE,Nickel & EV,Industrial & Investment,3.2,0.0,2026-01-12
2025-11-07,Negosiasi Panjang Menteri ESDM Wujudkan Pabrik Petrokimia LCI Cilegon,DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2025-11-03
2024-08-14,Kuasa Hukum Harvey Moeis: Dakwaan Jaksa Rugikan Rp300 T Salah Alamat,DISCOURSE,Other Minerals,Mining & Upstream,1.0,-6.0,2024-08-12
2025-12-10,PTPN Bertekad Membawa Cerutu Golden Djawa Mendunia,DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-12-08
2025-12-16,Komite Otsus dan Para Gubernur di Papua Akan Bahas Divestasi Freeport,IMPACT,Other Minerals,Mining & Upstream,4.99,0.0,2025-12-15
2025-12-02,Hashim Ajak Pengusaha Cari Tambang Uranium,DISCOURSE,Coal & Energy,Trade & Export,3.2,0.0,2025-12-01
2026-01-23,Sinyal Bahaya dari Hino: Bisa Muncul Kasus Sritex di Kendaraan Niaga,DISCOURSE,General,Trade & Export,3.0,0.0,2026-01-19
2025-11-06,Prabowo di Peresmian Pabrik Lotte: Kita Harus Dukung Investasi Asing,DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-11-03
2025-11-04,Penyebab Petugas Tewas saat Sikat Tambang Emas Ilegal di Gunung Salak,DISCOURSE,Other Minerals,Sustainability & ESG,3.2,0.0,2025-11-03
2025-12-02,Bank Mandiri Dorong Sektor Riil dan Investasi Lewat Penyaluran Kredit,DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-12-01
2026-01-23,Pelita Air Tebar Diskon Tiket Pesawat 56 Persen Sabtu Besok,DISCOURSE,Coal & Energy,General,3.72,0.0,2026-01-19
2026-01-20,"Purbaya Bakal Tambah Layer Cukai, Rokok Ilegal Siap Ditutup",DISCOURSE,General,Trade & Export,1.09,-2.5,2026-01-19
2026-01-27,"Prabowo Bawa Oleh-oleh Rp91,6 T dari Eropa, Apa Efeknya ke Ekonomi RI?",IMPACT,General,Industrial & Investment,4.54,0.0,2026-01-26
2025-02-18,Misi PT GNI Berdayakan UMKM Sekitar Lewat Pelatihan Keuangan,EXECUTION,Nickel & EV,Industrial & Investment,4.88,0.0,2025-02-17
2025-08-15,Harus Seperti Apa APBN Prabowo di 2026?,IMPACT,Nickel & EV,Trade & Export,4.96,0.0,2025-08-11
2025-10-07,"Prabowo Basmi Tambang Ilegal, Menhut Singgung Pemulihan Lingkungan",DISCOURSE,Other Minerals,Mining & Upstream,1.19,-2.0,2025-10-06
